organism,MAG,12C,13C,GC,shift,M_light,M_HeavyMax,M_Lab,EAF,MAG_taxa_combined,contig_taxa,taxa
day0_DO_0_env_cell_control_000000743144,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000743711,,,,,,,,,,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000744513,day0-DO-0-env-cell-control_bin_57,1.7067500282368377,1.7085782198247912,0.5746,0.0018281915879534427,307.97600159999996,317.66399637627995,308.305891230058,0.033672993757593965,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000745816,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000745965,unbinned,1.7085509029052846,1.7095778861755857,0.6552,0.0010269832703011517,308.01597919999995,317.6637764833599,308.2011227957137,0.018976996883687185,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000746344,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000746455,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000747581,,,,,,,,,,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000747585,day0-DO-0-env-cell-control_bin_57,1.7071646786177748,1.707947992063381,0.5554,0.0007833134456063373,307.96647839999997,317.66404875771997,308.1077853789624,0.01440945762972788,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000747775,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000750025,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000750834,day0-DO-0-env-cell-control_bin_19,1.696377854845989,1.6950966141567991,0.41869999999999996,-0.0012812406891897776,307.89867519999996,317.66442170266,307.66612541182224,-0.023548186319133038,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000751329,,,,,,,,,,,NR_cellular organisms,NR_cellular organisms
day0_DO_0_env_cell_control_000000751388,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000751606,day0-DO-0-env-cell-control_bin_57,1.7064237030355531,1.7080518355115841,0.5611,0.0016281324760309968,307.9693056,317.66403320698,308.26314518226553,0.029972408884509943,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000751706,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000752080,day0-DO-0-env-cell-control_bin_61,1.697143675730171,1.6966639697744463,0.4216,-0.000479705955724663,307.9001136,317.66441379088,307.8130841278496,-0.008813982595139118,G_S5133MH16 (NCBI: C_Deltaproteobacteria),,G_S5133MH16 (NCBI: C_Deltaproteobacteria)
day0_DO_0_env_cell_control_000000752134,,,,,,,,,,,S_Synechococcus sp. WH 8101,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000752231,,,,,,,,,,,P_Pseudomonadota,P_Pseudomonadota
day0_DO_0_env_cell_control_000000754100,day0-DO-0-env-cell-control_bin_40,1.7008714349970757,1.6981073568370788,0.4771,-0.0027640781599969078,307.92764159999996,317.66426237577997,307.42722983959703,-0.05082369244742459,G_Sabulitectum (NCBI: G_Candidatus Sabulitectum),,G_Sabulitectum (NCBI: G_Candidatus Sabulitectum)
day0_DO_0_env_cell_control_000000755263,day0-DO-0-env-cell-control_bin_19,1.6957277831642057,1.692714081771988,0.3625,-0.0030137013922177935,307.8708,317.66457502749995,307.3236422145376,-0.05524709175664827,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000755845,day0-DO-0-env-cell-control_bin_57,1.7063654595324305,1.7081063580467637,0.5824,0.0017408985143332334,307.9798704,317.66397509632,308.2940831003501,0.032085678013346317,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000757118,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000757377,day0-DO-0-env-cell-control_bin_57,1.7078292363552285,1.7087532298708747,0.5841,0.0009239935156462042,307.9807136,317.66397045838,308.14734160721093,0.017016628208613736,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000757584,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000757759,,,,,,,,,,,SK_Bacteria,SK_Bacteria
day0_DO_0_env_cell_control_000000758423,day0-DO-0-env-cell-control_bin_59,1.6954313277221909,1.6927619719328364,0.3565,-0.002669355789354455,307.867824,317.66459139669996,307.38310442161725,-0.04892769166202211,G_1-14-0-20-35-14 (NCBI: P_Candidatus Liptonbacteria),,G_1-14-0-20-35-14 (NCBI: P_Candidatus Liptonbacteria)
day0_DO_0_env_cell_control_000000758587,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000758671,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000758955,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000759000,day0-DO-0-env-cell-control_bin_30,1.707866270323548,1.7090388788161643,0.6004,0.001172608492616245,307.98879839999995,317.66392598871994,308.20026125684655,0.02161346296273887,S_Synechococcus_C sp004332415 (NCBI: G_Synechococcus),S_Synechococcus sp. HK01-R,S_Synechococcus_C sp004332415 (NCBI: G_Synechococcus)
day0_DO_0_env_cell_control_000000759077,day0-DO-0-env-cell-control_bin_73,1.699683519501606,1.7007368899852744,0.4514,0.001053370483668381,307.9148944,317.66433249052,308.1057231381276,0.01935580127428492,G_SpSt-1165 (NCBI: C_Anaerolineae),,G_SpSt-1165 (NCBI: C_Anaerolineae)
day0_DO_0_env_cell_control_000000760702,day0-DO-0-env-cell-control_bin_22,1.7078941354193091,1.7087546283233306,0.6187,0.0008604929040214593,307.99787519999995,317.66387606265994,308.15305459933563,0.015875748080455943,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000760947,day0-DO-0-env-cell-control_bin_61,1.6965354725733086,1.6958409425782472,0.4093,-0.0006945299950613659,307.8940128,317.66444734774,307.76796673102797,-0.012757406321014434,G_S5133MH16 (NCBI: C_Deltaproteobacteria),,G_S5133MH16 (NCBI: C_Deltaproteobacteria)
day0_DO_0_env_cell_control_000000761447,day0-DO-0-env-cell-control_bin_61,1.6957603525998663,1.6977276781733037,0.4133,0.001967325573437373,307.8959968,317.66443643494,308.25320037981885,0.03616076148940776,G_S5133MH16 (NCBI: C_Deltaproteobacteria),,G_S5133MH16 (NCBI: C_Deltaproteobacteria)
day0_DO_0_env_cell_control_000000761942,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000762082,unbinned,1.7083762079222002,1.708333153173525,0.6415000000000001,-4.3054748675164234e-05,308.00918399999995,317.6638138596999,308.001421507204,-0.0007950831389644856,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000763289,unbinned,1.7020949465126642,1.702248478754563,0.48869999999999997,0.00015353224189884607,307.93339519999995,317.66423072865996,307.96117138523414,0.0028227305884294643,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000763385,day0-DO-0-env-cell-control_bin_57,1.7066099118048528,1.70772964230845,0.5747,0.0011197305035972605,307.9760512,317.66399610345997,308.17811857141317,0.020625832835656596,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000763632,day0-DO-0-env-cell-control_bin_61,1.6987750831973103,1.696520849420086,0.44420000000000004,-0.002254233777224224,307.91132319999997,317.66435213356,307.5027322617335,-0.04142821103863424,G_S5133MH16 (NCBI: C_Deltaproteobacteria),,G_S5133MH16 (NCBI: C_Deltaproteobacteria)
day0_DO_0_env_cell_control_000000763989,,,,,,,,,,,S_Synechococcus sp. WH 8101,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000764358,day0-DO-0-env-cell-control_bin_57,1.7066326009698436,1.7083593431034712,0.5797,0.0017267421336275568,307.97853119999996,317.66398246245996,308.2901386928919,0.03181522463437438,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000764533,,,,,,,,,,,SK_Bacteria,SK_Bacteria
day0_DO_0_env_cell_control_000000765809,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000766274,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000766815,day0-DO-0-env-cell-control_bin_57,1.7058111766310624,1.7078077836523002,0.5486,0.0019966070212378284,307.96310559999995,317.66406730947995,308.32356829795077,0.036744513397075344,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000767847,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000767901,day0-DO-0-env-cell-control_bin_22,1.707241511383347,1.7080168170560284,0.6043999999999999,0.000775305672681359,307.9907824,317.66391507592,308.13064954775626,0.01429866647012386,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000768117,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000768914,,,,,,,,,,,O_Synechococcales,O_Synechococcales
day0_DO_0_env_cell_control_000000769288,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000769327,day0-DO-0-env-cell-control_bin_19,1.6958123852369502,1.6927671744680346,0.373,-0.0030452107689156183,307.87600799999996,317.66454638139993,307.3231477053033,-0.055852744031421396,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000769546,day0-DO-0-env-cell-control_bin_61,1.6962242736561286,1.6953086295556388,0.4147,-0.0009156441004898319,307.89669119999996,317.66443261546,307.73048452955186,-0.016826789335121193,G_S5133MH16 (NCBI: C_Deltaproteobacteria),,G_S5133MH16 (NCBI: C_Deltaproteobacteria)
day0_DO_0_env_cell_control_000000769615,unbinned,1.7038497196665507,1.7048683841341625,0.5327000000000001,0.001018664467611785,307.9552192,317.66411068786,308.13933346535674,0.018752740939587273,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000770232,day0-DO-0-env-cell-control_bin_19,1.6970428754713784,1.693789370736008,0.42560000000000003,-0.0032535047353703384,307.9020976,317.66440287808,307.3117996487512,-0.05979513536898705,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000770281,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000770469,day0-DO-0-env-cell-control_bin_19,1.6959044277181277,1.6944178409192108,0.40880000000000005,-0.001486586798916889,307.8937648,317.66444871184,307.62387293655553,-0.027315665761137645,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000770713,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000771761,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000772413,,,,,,,,,,,S_Synechococcus sp. WH 8101,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000773542,day0-DO-0-env-cell-control_bin_40,1.7012622059562208,1.7043514557424797,0.46520000000000006,0.0030892497862589074,307.9217392,317.66429484136,308.4808812086085,0.056753962558307024,G_Sabulitectum (NCBI: G_Candidatus Sabulitectum),,G_Sabulitectum (NCBI: G_Candidatus Sabulitectum)
day0_DO_0_env_cell_control_000000773724,day0-DO-0-env-cell-control_bin_19,1.6957438566200884,1.6928690411395573,0.3709,-0.0028748154805311454,307.87496639999995,317.6645521106199,307.35302217120653,-0.05272380543351721,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000773755,day0-DO-0-env-cell-control_bin_80,1.708881627115282,1.709540751063466,0.6572,0.000659123948183904,308.0169712,317.66377102696,308.1357748426535,0.012178490222510677,F_JAIOPI01 (NCBI: P_Lentisphaerae),,F_JAIOPI01 (NCBI: P_Lentisphaerae)
day0_DO_0_env_cell_control_000000773768,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000774243,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000774831,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000774927,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000774977,day0-DO-0-env-cell-control_bin_19,1.6950962354499988,1.6921816373479253,0.3568,-0.0029145981020735068,307.86797279999996,317.66459057823994,307.33861559275334,-0.05343423895076794,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000775108,day0-DO-0-env-cell-control_bin_19,1.6952577674107911,1.6926398542435526,0.37929999999999997,-0.0026179131672385836,307.8791328,317.66452919374,307.40368838607696,-0.048047222593825586,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000775832,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000775905,day0-DO-0-env-cell-control_bin_61,1.698479712962459,1.695863089845926,0.4194,-0.00261662311653299,307.8990224,317.66441979292,307.42468308736574,-0.04803371320048432,G_S5133MH16 (NCBI: C_Deltaproteobacteria),,G_S5133MH16 (NCBI: C_Deltaproteobacteria)
day0_DO_0_env_cell_control_000000775961,day0-DO-0-env-cell-control_bin_22,1.707339396550365,1.7084332954124566,0.6169,0.0010938988620916579,307.9969824,317.66388097341996,308.194317241131,0.02018661825959622,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000776195,day0-DO-0-env-cell-control_bin_22,1.7069147541893899,1.7083356906315967,0.5987,0.001420936442206866,307.9879552,317.66393062666,308.24434252586406,0.026202863702266255,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000776365,unbinned,1.7039118761221388,1.7052954548689032,0.5408,0.0013835787467644245,307.9592368,317.66408858944,308.2093001165818,0.025480505612268944,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000776933,day0-DO-0-env-cell-control_bin_57,1.7064759591450838,1.708404702130757,0.5844,0.0019287429856731375,307.9808624,317.66396963991997,308.32895750493964,0.035549224926794215,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000776953,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000777080,day0-DO-0-env-cell-control_bin_22,1.7076392795247224,1.7086218659487842,0.5971,0.0009825864240617932,307.9871616,317.66393499177997,308.16437935752174,0.018110215897706575,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000777194,day0-DO-0-env-cell-control_bin_22,1.7076315996628886,1.7082742527443828,0.6017,0.0006426530814942488,307.9894432,317.66392244205997,308.1053524890874,0.011847797069913922,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000777283,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000777296,day0-DO-0-env-cell-control_bin_57,1.7051667371095005,1.7067202557193808,0.5707,0.001553518609880289,307.9740672,317.66400701626,308.25465175184667,0.028634502275036573,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000777734,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000777757,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000778049,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000779383,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000779602,day0-DO-0-env-cell-control_bin_57,1.7064833700991446,1.7077291552008433,0.5636,0.0012457851016987043,307.9705456,317.66402638648,308.1953735263619,0.022935988542016453,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000780221,,,,,,,,,,,S_Synechococcus sp. WH 8101,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000780435,day0-DO-0-env-cell-control_bin_22,1.7071319217223846,1.7088058666841415,0.6433,0.0016739449617568791,308.0100768,317.66380894893996,308.3120991039995,0.030937893022329962,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000780614,day0-DO-0-env-cell-control_bin_22,1.7071416838903217,1.708456973481397,0.603,0.001315289591075297,307.99008799999996,317.66391889539995,308.2273829830254,0.024256996571884987,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000780620,,,,,,,,,,,SK_Bacteria,SK_Bacteria
day0_DO_0_env_cell_control_000000780752,day0-DO-0-env-cell-control_bin_59,1.6964903721533358,1.6944974930038237,0.36950000000000005,-0.0019928791495120723,307.87427199999996,317.66455593009994,307.5126099314076,-0.03653041759474479,G_1-14-0-20-35-14 (NCBI: P_Candidatus Liptonbacteria),,G_1-14-0-20-35-14 (NCBI: P_Candidatus Liptonbacteria)
day0_DO_0_env_cell_control_000000781205,day0-DO-0-env-cell-control_bin_19,1.6958068517184905,1.6927370915404654,0.37070000000000003,-0.0030697601780251826,307.8748672,317.66455265625996,307.31755018822616,-0.05629638701741537,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000781495,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000782410,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000782724,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000782995,,,,,,,,,,,S_Synechococcus sp. BMK-MC-1,S_Synechococcus sp. BMK-MC-1
day0_DO_0_env_cell_control_000000783493,day0-DO-0-env-cell-control_bin_19,1.6965246941553898,1.6944380893666686,0.3944,-0.002086604788721136,307.88662239999996,317.66448799792,307.507943738324,-0.03829779164719952,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000784128,,,,,,,,,,,S_Synechococcus sp. RS9909,S_Synechococcus sp. RS9909
day0_DO_0_env_cell_control_000000784539,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000784629,day0-DO-0-env-cell-control_bin_19,1.6959172918697558,1.692987970180346,0.3757,-0.0029293216894097363,307.8773472,317.66453901525995,307.3455572388064,-0.05373150394724622,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000784916,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000785080,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000785395,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000785454,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000785995,day0-DO-0-env-cell-control_bin_57,1.7084193286773801,1.7086714898235305,0.5779,0.0002521611461503426,307.9776384,317.66398737322,308.02309562059213,0.004640766617052303,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000786028,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000786728,,,,,,,,,,,ST_Thiocystis violascens DSM 198,ST_Thiocystis violascens DSM 198
day0_DO_0_env_cell_control_000000786858,day0-DO-0-env-cell-control_bin_22,1.7077235224868796,1.7080852515929261,0.5992000000000001,0.00036172910604648223,307.9882032,317.66392926256,308.0534411006024,0.006667505374305325,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000787045,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000787109,day0-DO-0-env-cell-control_bin_61,1.6997814797250812,1.696744477035059,0.4539,-0.0030370026900221614,307.9161344,317.66432567002,307.36598007744243,-0.055809412341705424,G_S5133MH16 (NCBI: C_Deltaproteobacteria),,G_S5133MH16 (NCBI: C_Deltaproteobacteria)
day0_DO_0_env_cell_control_000000787418,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000788879,unbinned,1.7077375746715144,1.7083831980045119,0.596,0.000645623332997447,307.98661599999997,317.66393799279996,308.1030527104698,0.011898211861157379,,NR_Chlorobium/Pelodictyon group,Pelodictyon group
day0_DO_0_env_cell_control_000000789160,,,,,,,,,,,O_Synechococcales,O_Synechococcales
day0_DO_0_env_cell_control_000000789649,day0-DO-0-env-cell-control_bin_22,1.7079013153239773,1.7082497881340486,0.6225,0.0003484728100713319,307.99976,317.66386569549996,308.06260294116146,0.006430456331831896,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000790745,day0-DO-0-env-cell-control_bin_19,1.6957935578840397,1.693202805000578,0.3973,-0.0025907528834616667,307.88806079999995,317.66448008614,307.4176840388709,-0.04757874695436692,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000791797,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000791839,,,,,,,,,,,NR_Chlorobium/Pelodictyon group,Pelodictyon group
day0_DO_0_env_cell_control_000000791951,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000792327,,,,,,,,,,,NR_cellular organisms,NR_cellular organisms
day0_DO_0_env_cell_control_000000792394,day0-DO-0-env-cell-control_bin_57,1.7055644683488755,1.7075461296136687,0.5628,0.0019816612647931553,307.97014879999995,317.66402856903994,308.32797316015467,0.0365022164719593,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae)
day0_DO_0_env_cell_control_000000792797,day0-DO-0-env-cell-control_bin_30,1.7084356237782155,1.7093258613345377,0.5919,0.0008902375563222265,307.98458239999997,317.66394917841995,308.14506807367985,0.016395938654531393,S_Synechococcus_C sp004332415 (NCBI: G_Synechococcus),,S_Synechococcus_C sp004332415 (NCBI: G_Synechococcus)
day0_DO_0_env_cell_control_000000792916,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000794762,day0-DO-0-env-cell-control_bin_19,1.6948561570417457,1.6928952032172433,0.3602,-0.001960953824502454,307.8696592,317.66458130236,307.51345305049983,-0.03596229408848712,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes)
day0_DO_0_env_cell_control_000000795534,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000795713,unbinned,1.7102809432029087,1.705423356284639,0.3754,-0.004857586918269652,307.8771984,317.66453983372,307.00275712336355,-0.0883512854293233,,S_Homo sapiens,S_Homo sapiens
day0_DO_0_env_cell_control_000000795939,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000796312,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000797355,,,,,,,,,,,S_Synechococcus sp. WH 8101,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000797589,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day0_DO_0_env_cell_control_000000797779,day0-DO-0-env-cell-control_bin_22,1.7078895897667026,1.7086567619810555,0.6048,0.0007671722143529625,307.9909808,317.66391398464,308.12932822254817,0.014143596127741286,G_JADHUC01 (NCBI: F_Pirellulaceae),,G_JADHUC01 (NCBI: F_Pirellulaceae)
day0_DO_0_env_cell_control_000000798130,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000798330,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
